0.5 965 24.3101 24.1263 25.4326 -5.41149e-11 6.35127e-12 7.10572e-10 0.523599
0.5 337 25.0137 24.8714 25.4933 -2.39979e-10 -3.24064e-10 2.98953e-10 0.523599
0.5 915 25.9695 24.6325 25.4636 -6.02919e-10 -1.33056e-10 7.59554e-10 0.523599
0.5 1136 24.0627 25.0672 25.433 -1.78509e-10 -6.61342e-11 9.27733e-10 0.523599
0.5 1081 25.7157 25.5485 25.4459 -5.24403e-10 -2.2201e-10 9.63841e-10 0.523599
0.5 1261 24.8424 26.1303 25.4973 -9.75272e-10 -2.33227e-10 -9.28004e-11 0.523599
0.5 1354 24.9392 23.6655 26.0094 -2.11741e-10 1.27304e-10 1.34389e-09 0.523599
0.5 1384 25.8456 23.9082 26.0251 -5.53458e-10 1.67717e-11 1.13303e-09 0.523599
0.5 360 23.6072 24.7038 26.1786 -4.38018e-10 2.01906e-10 7.94859e-10 0.523599
0.5 516 23.8039 25.6616 26.0888 -5.36891e-10 4.05914e-11 1.24278e-09 0.523599
0.5 1171 24.7726 25.477 26.2491 2.75288e-10 4.46201e-10 4.57745e-10 0.523599
0.5 1034 26.3623 25.2179 26.0923 -5.0303e-10 -3.24967e-10 1.20036e-09 0.523599
0.5 103 25.9061 26.0734 26.1897 -5.3149e-10 -7.26248e-10 1.87968e-09 0.523599
0.5 1122 25.21 23.3833 26.8887 3.31853e-10 8.03182e-10 1.71758e-09 0.523599
0.5 903 24.0661 23.9097 26.3048 1.30172e-10 6.72827e-10 1.30807e-09 0.523599
0.5 1175 25.3023 24.4104 26.6736 7.36704e-10 -2.3045e-10 5.9287e-09 0.523599
0.5 552 26.4287 24.4086 26.6525 -4.06939e-10 -8.07629e-10 9.6268e-10 0.523599
0.5 428 23.6753 25.249 26.9375 1.33704e-09 -1.0269e-09 2.43242e-09 0.523599
0.5 1320 25.6289 25.3343 26.7809 1.29319e-09 -1.27902e-09 6.165e-09 0.523599
0.5 1082 24.2319 26.3399 26.5461 -2.31806e-10 -5.17896e-10 1.1807e-09 0.523599
0.5 100 26.488 25.7633 26.8882 1.4276e-10 1.51178e-10 1.63301e-09 0.523599
0.5 196 25.1321 26.5167 26.4348 -2.07249e-10 -8.09449e-10 1.60488e-09 0.523599
0.5 730 24.2501 23.44 27.0638 1.70767e-10 1.63073e-09 3.28849e-09 0.523599
0.5 78 24.8462 23.0781 27.7323 -1.60417e-10 1.531e-09 3.95103e-09 0.523599
0.5 1038 25.096 24.0369 27.7466 1.5678e-11 1.59391e-09 6.28156e-09 0.523599
0.5 595 26.0316 24.0123 27.4578 -7.919e-10 2.3012e-10 2.97926e-09 0.523599
0.5 1398 23.4543 24.2924 27.0731 -1.87283e-10 6.97121e-10 2.08005e-09 0.523599
0.5 588 24.4209 24.3797 27.1157 6.57203e-11 1.71248e-09 6.82431e-09 0.523599
0.5 561 25.9198 24.9629 27.7312 1.28972e-09 -6.83216e-10 5.53213e-09 0.523599
0.5 929 23.1243 25.3995 27.6769 2.68812e-09 -1.35689e-10 4.42116e-09 0.523599
0.5 1001 24.9751 25.0779 27.4454 1.07913e-09 9.45813e-10 9.29566e-09 0.523599
0.5 333 26.8575 25.2804 27.6278 2.37653e-10 7.49233e-11 1.41702e-09 0.523599
0.5 702 23.6689 26.1552 27.2793 1.34557e-09 5.50595e-11 2.82928e-09 0.523599
0.5 569 24.9862 26.0221 27.2573 1.66117e-09 2.27416e-10 5.37882e-09 0.523599
0.5 192 25.8463 26.4637 27.0766 -1.47473e-11 1.10867e-12 2.03041e-09 0.523599
0.5 281 24.4158 26.76 27.5316 -1.41215e-10 -1.03601e-09 3.27848e-09 0.523599
0.5 348 23.9319 23.3389 27.9347 1.04561e-10 6.30539e-10 6.20858e-09 0.523599
0.5 1321 25.7807 23.1795 27.9287 -1.34007e-09 2.0255e-09 5.09584e-09 0.523599
0.5 1008 23.2405 23.7208 28.4621 -1.60704e-09 1.46856e-10 7.07e-09 0.523599
0.5 882 26.5746 23.5733 28.3326 -1.75596e-09 9.97868e-10 4.78788e-09 0.523599
0.5 807 23.0541 24.5058 27.9717 8.1307e-10 3.57013e-10 5.79933e-09 0.523599
0.5 297 24.0192 24.3305 28.0049 3.38416e-10 -1.14686e-09 9.30192e-09 0.523599
0.5 1239 24.7922 24.836 28.3814 6.11364e-10 -3.42262e-10 8.78949e-09 0.523599
0.5 53 26.8616 24.3586 27.8562 -1.25688e-09 2.03064e-10 1.99554e-09 0.523599
0.5 559 24.2743 25.6404 27.873 2.46713e-09 3.91311e-09 6.87447e-09 0.523599
0.5 857 25.2242 25.7287 28.1552 6.64832e-10 4.62187e-09 9.36647e-09 0.523599
0.5 679 23.2962 26.1943 28.1375 1.29255e-09 -1.04526e-09 4.1651e-09 0.523599
0.5 392 26.3493 26.0931 27.7972 -1.15888e-11 -8.53866e-10 3.44029e-09 0.523599
0.5 26 23.8504 26.8471 28.4588 7.88451e-10 -1.22006e-09 9.42749e-09 0.523599
0.5 673 24.7132 27.1446 28.3852 -1.72751e-11 9.83785e-10 5.67509e-09 0.523599
0.5 1264 25.4953 26.9076 27.8639 4.28553e-10 -7.30531e-10 2.46726e-09 0.523599
0.5 612 26.2746 26.7577 28.4756 -6.02348e-10 -2.0092e-10 2.82243e-09 0.523599
0.5 1281 23.9671 22.9704 28.8026 7.43664e-10 3.1558e-09 6.57983e-09 0.523599
0.5 674 25.0941 22.7961 28.6124 -1.05321e-09 2.66519e-09 6.97789e-09 0.523599
0.5 979 26.0229 22.932 28.836 -9.63462e-10 3.32558e-10 6.71667e-09 0.523599
0.5 656 24.6217 23.7045 28.5391 3.77836e-09 1.06801e-09 1.13109e-08 0.523599
0.5 1064 25.6739 23.9341 28.5589 1.06731e-09 4.52259e-09 6.1413e-09 0.523599
0.5 346 22.7544 24.4616 28.9104 1.31642e-09 -7.20023e-10 5.75732e-09 0.523599
0.5 1102 24.0425 24.5665 28.9549 3.1635e-09 7.048e-10 1.22943e-08 0.523599
0.5 140 25.6838 24.8964 28.7854 -2.51618e-09 5.78255e-09 1.02407e-08 0.523599
0.5 1032 27.1892 24.9722 28.5348 -3.68442e-09 7.58951e-10 3.81873e-09 0.523599
0.5 776 26.742 24.2611 29.0264 -6.4649e-09 1.72761e-09 6.45473e-09 0.523599
0.5 824 23.5912 25.3004 28.5124 3.46499e-09 1.37105e-09 1.04951e-08 0.523599
0.5 336 24.6994 25.3926 29.2027 3.85718e-09 4.82129e-10 1.00538e-08 0.523599
